card_name,play_count_2p,total_weighted_x,count_weighted_x,weighted_avg_score_x,weighted_2p,play_count_4p,total_weighted_y,count_weighted_y,weighted_avg_score_y,weighted_4p,cn_name,cn_name_plot,wr_diff_2p,wr_diff_4p,total_diff
Power Infrastructure,342,476.0,342,1.3948863636363635,1.39,725,1702.0,725,2.349659863945578,2.35,电力基础设置,电力基础设置,-0.1100000000000001,-0.1499999999999999,-0.26
Power Plant,542,731.0,542,1.3514492753623188,1.35,1186,2877.0,1186,2.4264214046822743,2.43,发电厂,发电厂,-0.1499999999999999,-0.06999999999999984,-0.21999999999999975
Power Plant:Pathfinders,237,323.0,237,1.368421052631579,1.37,590,1404.0,590,2.381666666666667,2.38,Power Plant:Pathfinders,Power Plant:Pathfinders,-0.1299999999999999,-0.1200000000000001,-0.25
Power Supply Consortium,388,538.0,388,1.3894472361809045,1.39,594,1405.0,594,2.3675496688741724,2.37,电力供应共同体,电力供应共同体,-0.1100000000000001,-0.1299999999999999,-0.24
Predators,293,399.0,293,1.3663366336633664,1.37,530,1238.0,530,2.338888888888889,2.34,捕食者,捕食者,-0.1299999999999999,-0.16000000000000014,-0.29000000000000004
Prefabrication of Human Habitats,258,355.0,258,1.3805970149253732,1.38,420,993.0,420,2.3674418604651164,2.37,房屋预制,房屋预制,-0.1200000000000001,-0.1299999999999999,-0.25
Preliminary Darkside,57,75.0,57,1.3432835820895523,1.34,20,50.0,20,2.5,2.5,暗面初步勘探,暗面初步勘探,-0.15999999999999992,0.0,-0.15999999999999992
Price Wars,13,17.0,13,1.391304347826087,1.39,10,20.0,10,2.25,2.25,价格战,价格战,-0.1100000000000001,-0.25,-0.3600000000000001
Pride of the Earth Arkship,214,289.0,214,1.3571428571428572,1.36,539,1221.0,539,2.2695810564663024,2.27,地球方舟的骄傲,地球方舟的骄傲,-0.1399999999999999,-0.22999999999999998,-0.3699999999999999
Private Resorts,10,13.0,10,1.4,1.4,12,23.0,12,2.1818181818181817,2.18,私人度假村,私人度假村,-0.10000000000000009,-0.31999999999999984,-0.41999999999999993
Private Security,242,347.0,242,1.4365079365079365,1.44,264,665.0,264,2.5182481751824817,2.52,私人安保服务,私人安保服务,-0.06000000000000005,0.020000000000000018,-0.040000000000000036
Processor Factory,84,107.0,84,1.297872340425532,1.3,169,402.0,169,2.3854748603351954,2.39,处理器工厂,处理器工厂,-0.19999999999999996,-0.10999999999999988,-0.30999999999999983
Productive Outpost,531,724.0,531,1.365988909426987,1.37,1193,2772.0,1193,2.3250207813798838,2.33,生产前哨站,生产前哨站,-0.1299999999999999,-0.16999999999999993,-0.2999999999999998
Project Inspection,583,776.0,583,1.3338954468802697,1.33,1507,3469.0,1507,2.3032300593276203,2.3,项目检测,项目检测,-0.16999999999999993,-0.20000000000000018,-0.3700000000000001
Protected Growth,178,237.0,178,1.3404255319148937,1.34,318,716.0,318,2.2591463414634148,2.26,受保护的生长,受保护的生长,-0.15999999999999992,-0.2400000000000002,-0.40000000000000013
Protected Habitats,414,591.0,414,1.429245283018868,1.43,712,1607.0,712,2.260387811634349,2.26,受保护的栖息地,受保护的栖息地,-0.07000000000000006,-0.2400000000000002,-0.3100000000000003
Protected Valley,471,648.0,471,1.3783783783783783,1.38,1107,2582.0,1107,2.333930170098478,2.33,受保护的山脉,受保护的山脉,-0.1200000000000001,-0.16999999999999993,-0.29000000000000004
Psychrophiles,360,509.0,360,1.4162162162162162,1.42,1036,2428.0,1036,2.3451242829827916,2.35,嗜冷性细菌,嗜冷性细菌,-0.08000000000000007,-0.1499999999999999,-0.22999999999999998
Public Baths,357,482.0,357,1.3542234332425067,1.35,890,2137.0,890,2.402222222222222,2.4,公共浴场,公共浴场,-0.1499999999999999,-0.10000000000000009,-0.25
Public Celebrations,83,118.0,83,1.4301075268817205,1.43,444,993.0,444,2.2422907488986783,2.24,公开庆典,公开庆典,-0.07000000000000006,-0.2599999999999998,-0.32999999999999985
Public Spaceline,234,306.0,234,1.3155737704918034,1.32,1158,2540.0,1158,2.1960616438356166,2.2,公共太空航线,公共太空航线,-0.17999999999999994,-0.2999999999999998,-0.47999999999999976
Public Sponsored Grant,81,107.0,81,1.3406593406593406,1.34,1052,2476.0,1052,2.354990583804143,2.35,公共补贴,公共补贴,-0.15999999999999992,-0.1499999999999999,-0.30999999999999983
Quantum Communications,414,579.0,414,1.400943396226415,1.4,982,2350.0,982,2.3941532258064515,2.39,量子通信,量子通信,-0.10000000000000009,-0.10999999999999988,-0.20999999999999996
Quantum Extractor,681,946.0,681,1.390738060781476,1.39,1335,3121.0,1335,2.3390334572490707,2.34,量子提取,量子提取,-0.1100000000000001,-0.16000000000000014,-0.27000000000000024
Rad-Suits,413,576.0,413,1.3971631205673758,1.4,965,2356.0,965,2.442051282051282,2.44,镭射服,镭射服,-0.10000000000000009,-0.06000000000000005,-0.16000000000000014
Rad-chem Factory,427,591.0,427,1.3867276887871853,1.39,1053,2476.0,1053,2.3527751646284103,2.35,辐射化学工厂,辐射化学工厂,-0.1100000000000001,-0.1499999999999999,-0.26
Rare-Earth Elements,258,351.0,258,1.3656716417910448,1.37,762,1748.0,762,2.2966321243523318,2.3,稀土元素,稀土元素,-0.1299999999999999,-0.20000000000000018,-0.33000000000000007
Recruitment,106,153.0,106,1.4482758620689655,1.45,571,1353.0,571,2.3717728055077454,2.37,雇佣,雇佣,-0.050000000000000044,-0.1299999999999999,-0.17999999999999994
Red Appeasement,49,78.0,49,1.576271186440678,1.58,81,214.0,81,2.6263736263736264,2.63,红色和解,红色和解,0.08000000000000007,0.1299999999999999,0.20999999999999996
Red City,35,54.0,35,1.5333333333333334,1.53,555,1214.0,555,2.192920353982301,2.19,红城,红城,0.030000000000000027,-0.31000000000000005,-0.28
Red Ships,498,699.0,498,1.405511811023622,1.41,1636,3719.0,1636,2.27460510328068,2.27,红色舰队,红色舰队,-0.09000000000000008,-0.22999999999999998,-0.32000000000000006
Red Spot Observatory,684,951.0,684,1.3919308357348703,1.39,1669,3795.0,1669,2.275163787969029,2.28,红斑实验室,红斑实验室,-0.1100000000000001,-0.2200000000000002,-0.3300000000000003
Red Tourism Wave,114,155.0,114,1.3709677419354838,1.37,794,1729.0,794,2.181592039800995,2.18,红色旅游风潮,红色旅游风潮,-0.1299999999999999,-0.31999999999999984,-0.44999999999999973
Refugee Camps,275,372.0,275,1.3578947368421053,1.36,638,1473.0,638,2.3117283950617282,2.31,难民营,难民营,-0.1399999999999999,-0.18999999999999995,-0.32999999999999985
Rego Plastics,578,810.0,578,1.403061224489796,1.4,1356,3176.0,1356,2.343338213762811,2.34,表土塑料,表土塑料,-0.10000000000000009,-0.16000000000000014,-0.26000000000000023
Regolith Eaters,340,474.0,340,1.3971428571428572,1.4,584,1441.0,584,2.468013468013468,2.47,风化层蚕食者,风化层蚕食者,-0.10000000000000009,-0.029999999999999805,-0.1299999999999999
Release of Inert Gases,336,467.0,336,1.393063583815029,1.39,523,1225.0,523,2.345215759849906,2.35,释放惰性气体,释放惰性气体,-0.1100000000000001,-0.1499999999999999,-0.26
Research,674,954.0,674,1.4166666666666667,1.42,1749,4134.0,1749,2.3644115974985787,2.36,研究,研究,-0.08000000000000007,-0.14000000000000012,-0.2200000000000002
Research & Development Hub,76,105.0,76,1.3953488372093024,1.4,326,800.0,326,2.455357142857143,2.46,研发中心,研发中心,-0.10000000000000009,-0.040000000000000036,-0.14000000000000012
Research Colony,648,906.0,648,1.3996960486322187,1.4,1652,3898.0,1652,2.3604091456077017,2.36,研究殖民地,研究殖民地,-0.10000000000000009,-0.14000000000000012,-0.2400000000000002
Research Coordination,592,822.0,592,1.3903654485049834,1.39,1303,3131.0,1303,2.4036557501904037,2.4,研究环境,研究环境,-0.1100000000000001,-0.10000000000000009,-0.2100000000000002
Research Outpost,741,1020.0,741,1.378162450066578,1.38,1778,4068.0,1778,2.289149888143177,2.29,科研前哨站,科研前哨站,-0.1200000000000001,-0.20999999999999996,-0.33000000000000007
Respiration Enhance,384,518.0,384,1.3527918781725887,1.35,993,2265.0,993,2.2831505483549352,2.28,呼吸作用增强,呼吸作用增强,-0.1499999999999999,-0.2200000000000002,-0.3700000000000001
Restricted Area,197,267.0,197,1.3623188405797102,1.36,142,308.0,142,2.1907894736842106,2.19,管制区,管制区,-0.1399999999999999,-0.31000000000000005,-0.44999999999999996
Restricted Area:ares,499,700.0,499,1.4047151277013752,1.4,1553,3619.0,1553,2.331413947536788,2.33,Restricted Area:ares,Restricted Area:ares,-0.10000000000000009,-0.16999999999999993,-0.27
Return to Abandoned Technology,380,540.0,380,1.4230769230769231,1.42,1405,3321.0,1405,2.3646643109540637,2.36,废稿回收,废稿回收,-0.08000000000000007,-0.14000000000000012,-0.2200000000000002
Rey ... Skywalker?! (IX),109,153.0,109,1.411764705882353,1.41,289,732.0,289,2.531772575250836,2.53,Rey ... Skywalker?! (IX),Rey ... Skywalker?! (IX),-0.09000000000000008,0.029999999999999805,-0.060000000000000275
Rich Deposits,209,287.0,209,1.3789954337899544,1.38,418,1053.0,418,2.5186915887850465,2.52,丰富矿藏,丰富矿藏,-0.1200000000000001,0.020000000000000018,-0.10000000000000009
Rim Freighters,574,805.0,574,1.404109589041096,1.4,1145,2783.0,1145,2.431168831168831,2.43,里姆货船,里姆货船,-0.10000000000000009,-0.06999999999999984,-0.16999999999999993
Road Piracy,25,39.0,25,1.542857142857143,1.54,11,26.0,11,2.4285714285714284,2.43,Road Piracy,Road Piracy,0.040000000000000036,-0.06999999999999984,-0.029999999999999805
Robot Pollinators,445,604.0,445,1.3604395604395605,1.36,739,1534.0,739,2.081441922563418,2.08,机器授粉者,机器授粉者,-0.1399999999999999,-0.41999999999999993,-0.5599999999999998
Robotic Workforce,530,732.0,530,1.3833333333333333,1.38,792,1956.0,792,2.470074812967581,2.47,机器人大军,机器人大军,-0.1200000000000001,-0.029999999999999805,-0.1499999999999999
Rotator Impacts,118,168.0,118,1.4296875,1.43,162,389.0,162,2.4069767441860463,2.41,回旋冲撞,回旋冲撞,-0.07000000000000006,-0.08999999999999986,-0.15999999999999992
Rover Construction,593,822.0,593,1.3880597014925373,1.39,1738,4066.0,1738,2.3403890160183067,2.34,漫游者建设,漫游者建设,-0.1100000000000001,-0.16000000000000014,-0.27000000000000024
Rust Eating Bacteria,85,118.0,85,1.4,1.4,339,798.0,339,2.358166189111748,2.36,锈蚀细菌,锈蚀细菌,-0.10000000000000009,-0.14000000000000012,-0.2400000000000002
SF Memorial,657,958.0,657,1.4587706146926536,1.46,1555,3735.0,1555,2.402555910543131,2.4,SF纪念碑,SF纪念碑,-0.040000000000000036,-0.10000000000000009,-0.14000000000000012
Sabotage,558,796.0,558,1.4278169014084507,1.43,688,1551.0,688,2.2578796561604584,2.26,蓄意破坏,蓄意破坏,-0.07000000000000006,-0.2400000000000002,-0.3100000000000003
Satellites,571,806.0,571,1.4130808950086058,1.41,1098,2693.0,1098,2.453068592057762,2.45,卫星,卫星,-0.09000000000000008,-0.04999999999999982,-0.1399999999999999
Saturn Surfing,649,911.0,649,1.4051593323216995,1.41,1609,3709.0,1609,2.3063619518221126,2.31,土星冲浪,土星冲浪,-0.09000000000000008,-0.18999999999999995,-0.28
Scapegoat,12,19.0,12,1.5454545454545454,1.55,15,37.0,15,2.48,2.48,替罪羊,替罪羊,0.050000000000000044,-0.020000000000000018,0.030000000000000027
Search For Life,406,585.0,406,1.4423076923076923,1.44,1008,2521.0,1008,2.5009823182711197,2.5,寻找生命,寻找生命,-0.06000000000000005,0.0,-0.06000000000000005
Secret Labs,365,525.0,365,1.44,1.44,1351,3052.0,1351,2.2608376193975017,2.26,秘密实验室,秘密实验室,-0.06000000000000005,-0.2400000000000002,-0.30000000000000027
Security Fleet,217,291.0,217,1.3480176211453745,1.35,242,589.0,242,2.4365079365079363,2.44,安保舰队,安保舰队,-0.1499999999999999,-0.06000000000000005,-0.20999999999999996
Self-replicating Robots,160,224.0,160,1.4058823529411764,1.41,270,684.0,270,2.532142857142857,2.53,自我复制机器人,自我复制机器人,-0.09000000000000008,0.029999999999999805,-0.060000000000000275
Shuttles,618,870.0,618,1.4092356687898089,1.41,1413,3365.0,1413,2.3822909346451158,2.38, 穿梭机,穿梭机,-0.09000000000000008,-0.1200000000000001,-0.2100000000000002
Sister Planet Sponsors,567,801.0,567,1.41421143847487,1.41,1308,3094.0,1308,2.366464339908953,2.37,姊妹星球赞助,姊妹星球赞助,-0.09000000000000008,-0.1299999999999999,-0.21999999999999997
Sister Planet Support,703,999.0,703,1.4221598877980364,1.42,1388,3199.0,1388,2.3061516452074393,2.31,姊妹星球支持,姊妹星球支持,-0.08000000000000007,-0.18999999999999995,-0.27
Sky Docks,701,978.0,701,1.3966244725738397,1.4,1660,3862.0,1660,2.3275449101796406,2.33,太空码头,太空码头,-0.10000000000000009,-0.16999999999999993,-0.27
Small Animals,335,463.0,335,1.3855072463768117,1.39,642,1419.0,642,2.214723926380368,2.21,小动物,小动物,-0.1100000000000001,-0.29000000000000004,-0.40000000000000013
Small Asteroid,467,646.0,467,1.3857442348008386,1.39,1050,2525.0,1050,2.4056603773584904,2.41,小型小行星,小型小行星,-0.1100000000000001,-0.08999999999999986,-0.19999999999999996
Small Comet,189,256.0,189,1.3618090452261307,1.36,690,1681.0,690,2.4371428571428573,2.44,小彗星,小彗星,-0.1399999999999999,-0.06000000000000005,-0.19999999999999996
Small Duty Rovers,44,56.0,44,1.3148148148148149,1.31,11,32.0,11,2.7142857142857144,2.71,小型履带车。,小型履带车。,-0.18999999999999995,0.20999999999999996,0.020000000000000018
Small Open Pit Mine,290,409.0,290,1.4133333333333333,1.41,701,1794.0,701,2.5583684950773558,2.56,小采矿坑,小采矿坑,-0.09000000000000008,0.06000000000000005,-0.030000000000000027
Snow Algae,239,317.0,239,1.3333333333333333,1.33,294,684.0,294,2.3322368421052633,2.33,雪藻,雪藻,-0.16999999999999993,-0.16999999999999993,-0.33999999999999986
Social Events,180,237.0,180,1.3263157894736841,1.33,211,403.0,211,1.9366515837104072,1.94,社交活动,社交活动,-0.16999999999999993,-0.56,-0.73
Soil Detoxification,66,84.0,66,1.3026315789473684,1.3,1019,2249.0,1019,2.2099125364431487,2.21,土壤净化,土壤净化,-0.19999999999999996,-0.29000000000000004,-0.49
Soil Enrichment,518,712.0,518,1.3768939393939394,1.38,1261,2679.0,1261,2.127458693941778,2.13,土壤改良,土壤改良,-0.1200000000000001,-0.3700000000000001,-0.4900000000000002
Soil Export,21,34.0,21,1.5806451612903225,1.58,21,47.0,21,2.3225806451612905,2.32,土壤出口,土壤出口,0.08000000000000007,-0.18000000000000016,-0.10000000000000009
Soil Factory,281,375.0,281,1.3402061855670102,1.34,449,1005.0,449,2.24400871459695,2.24,土壤工厂,土壤工厂,-0.15999999999999992,-0.2599999999999998,-0.4199999999999997
Soil Studies,359,491.0,359,1.3712737127371273,1.37,1014,2206.0,1014,2.1787109375,2.18,土壤研究,土壤研究,-0.1299999999999999,-0.31999999999999984,-0.44999999999999973
Solar Cosmic Rays,149,213.0,149,1.4339622641509433,1.43,270,667.0,270,2.4714285714285715,2.47,太阳射线,太阳射线,-0.07000000000000006,-0.029999999999999805,-0.09999999999999987
Solar Farm,447,614.0,447,1.37636761487965,1.38,1123,2554.0,1123,2.2762577228596648,2.28,太阳能农场,太阳能农场,-0.1200000000000001,-0.2200000000000002,-0.3400000000000003
Solar Logistics,614,863.0,614,1.4070512820512822,1.41,807,1803.0,807,2.2374541003671973,2.24,太阳能物流,太阳能物流,-0.09000000000000008,-0.2599999999999998,-0.34999999999999987
Solar Panel Foundry,63,83.0,63,1.3424657534246576,1.34,96,246.0,96,2.556603773584906,2.56,太阳能电池铸造厂,太阳能电池铸造厂,-0.15999999999999992,0.06000000000000005,-0.09999999999999987
Solar Power,478,666.0,478,1.3954918032786885,1.4,1045,2535.0,1045,2.4265402843601898,2.43,太阳能,太阳能,-0.10000000000000009,-0.06999999999999984,-0.16999999999999993
Solar Probe,652,876.0,652,1.3459214501510575,1.35,1651,3832.0,1651,2.3220951234196265,2.32,太阳探测器,太阳探测器,-0.1499999999999999,-0.18000000000000016,-0.33000000000000007
Solar Reflectors,152,209.0,152,1.382716049382716,1.38,136,330.0,136,2.4315068493150687,2.43,太阳反射器,太阳反射器,-0.1200000000000001,-0.06999999999999984,-0.18999999999999995
Solar Storm,207,287.0,207,1.391705069124424,1.39,732,1713.0,732,2.3423180592991915,2.34,太阳风暴,太阳风暴,-0.1100000000000001,-0.16000000000000014,-0.27000000000000024
Solar Wind Power,690,982.0,690,1.4242857142857144,1.42,1713,4016.0,1713,2.34532791642484,2.35,太阳风,太阳风,-0.08000000000000007,-0.1499999999999999,-0.22999999999999998
Solarnet,654,891.0,654,1.3644578313253013,1.36,1372,3188.0,1372,2.324891461649783,2.32,太阳系网络,太阳系网络,-0.1399999999999999,-0.18000000000000016,-0.32000000000000006
Solarpedia,215,292.0,215,1.3644444444444443,1.36,241,547.0,241,2.2788844621513946,2.28,太阳系百科全书,太阳系百科全书,-0.1399999999999999,-0.2200000000000002,-0.3600000000000001
Soletta,109,140.0,109,1.3025210084033614,1.3,68,178.0,68,2.6025641025641026,2.6,索莱塔,索莱塔,-0.19999999999999996,0.10000000000000009,-0.09999999999999987
Space Debris Cleaning Operation,446,616.0,446,1.3837719298245614,1.38,1647,3867.0,1647,2.3488231744115873,2.35,太空垃圾清理,太空垃圾清理,-0.1200000000000001,-0.1499999999999999,-0.27
Space Elevator,571,794.0,571,1.3924268502581756,1.39,997,2490.0,997,2.497517378351539,2.5,太空电梯,太空电梯,-0.1100000000000001,0.0,-0.1100000000000001
Space Hotels,626,879.0,626,1.4056603773584906,1.41,958,2372.0,958,2.4762396694214877,2.48,太空酒店,太空酒店,-0.09000000000000008,-0.020000000000000018,-0.1100000000000001
Space Mirrors,346,491.0,346,1.4213483146067416,1.42,586,1409.0,586,2.4060402684563758,2.41,太空镜,太空镜,-0.08000000000000007,-0.08999999999999986,-0.16999999999999993
Space Monster Park,581,784.0,581,1.3519458544839256,1.35,1545,3642.0,1545,2.3581993569131834,2.36,太空怪兽乐园,太空怪兽乐园,-0.1499999999999999,-0.14000000000000012,-0.29000000000000004
Space Port,573,799.0,573,1.3962264150943395,1.4,942,2140.0,942,2.274159663865546,2.27,太空港,太空港,-0.10000000000000009,-0.22999999999999998,-0.33000000000000007
Space Port Colony,594,809.0,594,1.3642384105960266,1.36,1287,2956.0,1287,2.298380878951426,2.3,太空港殖民地,太空港殖民地,-0.1399999999999999,-0.20000000000000018,-0.3400000000000001
Space Relay,439,604.0,439,1.378619153674833,1.38,1482,3559.0,1482,2.4021447721179623,2.4,太空中继站,太空中继站,-0.1200000000000001,-0.10000000000000009,-0.2200000000000002
Space Station,705,970.0,705,1.3776223776223777,1.38,1748,4247.0,1748,2.430034129692833,2.43,空间站,空间站,-0.1200000000000001,-0.06999999999999984,-0.18999999999999995
Space Wargames,175,230.0,175,1.3243243243243243,1.32,921,2047.0,921,2.225563909774436,2.23,太空战争游戏,太空战争游戏,-0.17999999999999994,-0.27,-0.44999999999999996
Special Design,297,405.0,297,1.3680781758957654,1.37,530,1150.0,530,2.175925925925926,2.18,特别构思,特别构思,-0.1299999999999999,-0.31999999999999984,-0.44999999999999973
Special Permit,102,141.0,102,1.3928571428571428,1.39,484,1088.0,484,2.2530364372469633,2.25,特别许可,特别许可,-0.1100000000000001,-0.25,-0.3600000000000001
Specialized Settlement,385,542.0,385,1.410126582278481,1.41,1090,2481.0,1090,2.2781818181818183,2.28,专业定居点,专业定居点,-0.09000000000000008,-0.2200000000000002,-0.3100000000000003
Spin-Inducing Asteroid,265,403.0,265,1.52,1.52,560,1390.0,560,2.482456140350877,2.48,自旋牵引陨石,自旋牵引陨石,0.020000000000000018,-0.020000000000000018,0.0
Spin-off Department,594,811.0,594,1.3675496688741722,1.37,1456,3402.0,1456,2.3376534788540244,2.34,副产品部门,副产品部门,-0.1299999999999999,-0.16000000000000014,-0.29000000000000004
Sponsored Academies,681,970.0,681,1.4254703328509406,1.43,1774,4147.0,1774,2.3385650224215246,2.34,学术赞助,学术赞助,-0.07000000000000006,-0.16000000000000014,-0.2300000000000002
Sponsored Mohole,39,51.0,39,1.346938775510204,1.35,221,528.0,221,2.393939393939394,2.39,莫霍计划赞助,莫霍计划赞助,-0.1499999999999999,-0.10999999999999988,-0.2599999999999998
Sponsoring Nation,131,189.0,131,1.446808510638298,1.45,609,1383.0,609,2.274636510500808,2.27,主办国,主办国,-0.050000000000000044,-0.22999999999999998,-0.28
Sponsors,588,840.0,588,1.4297658862876255,1.43,1053,2684.0,1053,2.548447789275635,2.55,赞助商,赞助商,-0.07000000000000006,0.04999999999999982,-0.02000000000000024
St. Joseph of Cupertino Mission,371,488.0,371,1.3202099737532809,1.32,495,1148.0,495,2.3227722772277226,2.32,库比蒂诺圣约瑟夫传教团,库比蒂诺圣约瑟夫传教团,-0.17999999999999994,-0.18000000000000016,-0.3600000000000001
Standard Technology,549,771.0,549,1.4060822898032201,1.41,1175,2797.0,1175,2.381434599156118,2.38,标准技术,标准技术,-0.09000000000000008,-0.1200000000000001,-0.2100000000000002
Stanford Torus,480,671.0,480,1.4,1.4,1273,3053.0,1273,2.3990646921278254,2.4,斯坦福环面,斯坦福环面,-0.10000000000000009,-0.10000000000000009,-0.20000000000000018
Starcore Mining,644,862.0,644,1.3409785932721712,1.34,1745,4029.0,1745,2.30997150997151,2.31,星核开采,星核开采,-0.15999999999999992,-0.18999999999999995,-0.34999999999999987
Steelworks,126,165.0,126,1.3235294117647058,1.32,106,262.0,106,2.4741379310344827,2.47,钢铁厂,钢铁厂,-0.17999999999999994,-0.029999999999999805,-0.20999999999999974
Stratopolis,375,519.0,375,1.387012987012987,1.39,407,972.0,407,2.3908872901678655,2.39,凌云之城,凌云之城,-0.1100000000000001,-0.10999999999999988,-0.21999999999999997
Stratospheric Birds,579,812.0,579,1.404074702886248,1.4,1170,2627.0,1170,2.247457627118644,2.25,平流层的鸟类,平流层的鸟类,-0.10000000000000009,-0.25,-0.3500000000000001
Stratospheric Expedition,690,946.0,690,1.3728571428571428,1.37,1811,4160.0,1811,2.298187808896211,2.3,平流层远征,平流层远征,-0.1299999999999999,-0.20000000000000018,-0.33000000000000007
Strip Mine,348,498.0,348,1.4329608938547487,1.43,365,928.0,365,2.541333333333333,2.54,露天矿场,露天矿场,-0.07000000000000006,0.040000000000000036,-0.030000000000000027
Sub-Crust Measurements,684,958.0,684,1.4020172910662825,1.4,1600,3802.0,1600,2.3770186335403727,2.38,测量地壳,测量地壳,-0.10000000000000009,-0.1200000000000001,-0.2200000000000002
Sub-zero Salt Fish,326,445.0,326,1.369047619047619,1.37,548,1205.0,548,2.204301075268817,2.2,零下咸鱼,零下咸鱼,-0.1299999999999999,-0.2999999999999998,-0.4299999999999997
Subterranean Reservoir,352,497.0,352,1.4143646408839778,1.41,868,2043.0,868,2.355353075170843,2.36,地下水库,地下水库,-0.09000000000000008,-0.14000000000000012,-0.2300000000000002
Sulphur Exports,514,692.0,514,1.349236641221374,1.35,920,2112.0,920,2.2978494623655914,2.3,硫磺出口贸易,硫磺出口贸易,-0.1499999999999999,-0.20000000000000018,-0.3500000000000001
Sulphur-Eating Bacteria,728,1018.0,728,1.399728997289973,1.4,1996,4464.0,1996,2.2377866400797606,2.24,硫磺吞噬菌,硫磺吞噬菌,-0.10000000000000009,-0.2599999999999998,-0.3599999999999999
Summit Logistics,189,268.0,189,1.4221105527638191,1.42,1260,2905.0,1260,2.3070866141732282,2.31,峰会后勤,峰会后勤,-0.08000000000000007,-0.18999999999999995,-0.27
Supercapacitors,464,646.0,464,1.3945147679324894,1.39,929,2309.0,929,2.4856230031948883,2.49,超级电容,超级电容,-0.1100000000000001,-0.009999999999999787,-0.11999999999999988
Supermarkets,345,474.0,345,1.3774647887323943,1.38,736,1795.0,736,2.4396782841823055,2.44,超市,超市,-0.1200000000000001,-0.06000000000000005,-0.18000000000000016
Supported Research,183,264.0,183,1.4455958549222798,1.45,1412,3329.0,1412,2.3586497890295357,2.36,受扶持的研究,受扶持的研究,-0.050000000000000044,-0.14000000000000012,-0.19000000000000017
Symbiotic Fungus,489,666.0,489,1.3647294589178356,1.36,880,1965.0,880,2.235955056179775,2.24,共生真菌,共生真菌,-0.1399999999999999,-0.2599999999999998,-0.3999999999999997
Syndicate Pirate Raids,34,45.0,34,1.3636363636363635,1.36,12,28.0,12,2.409090909090909,2.41,辛迪加海盗袭击,辛迪加海盗袭击,-0.1399999999999999,-0.08999999999999986,-0.22999999999999976
Takonda Castle (VII),193,259.0,193,1.3497536945812807,1.35,862,1904.0,862,2.2121559633027523,2.21,Takonda Castle (VII),Takonda Castle (VII),-0.1499999999999999,-0.29000000000000004,-0.43999999999999995
Tardigrades,361,504.0,361,1.398921832884097,1.4,894,2000.0,894,2.2400442477876106,2.24,缓步微生物,缓步微生物,-0.10000000000000009,-0.2599999999999998,-0.3599999999999999
Technology Demonstration,750,1060.0,750,1.4144736842105263,1.41,1817,4373.0,1817,2.407224958949097,2.41,科学论证,科学论证,-0.09000000000000008,-0.08999999999999986,-0.17999999999999994
Tectonic Stress Power,456,646.0,456,1.4184549356223175,1.42,781,1906.0,781,2.441213653603034,2.44,构造应力能源,构造应力能源,-0.08000000000000007,-0.06000000000000005,-0.14000000000000012
Terraforming Contract,533,757.0,533,1.4217311233885819,1.42,708,1661.0,708,2.348189415041783,2.35,改造合同,改造合同,-0.08000000000000007,-0.1499999999999999,-0.22999999999999998
Terraforming Control Station,511,708.0,511,1.3877159309021114,1.39,1663,3775.0,1663,2.2713687985654514,2.27,改造控制站,改造控制站,-0.1100000000000001,-0.22999999999999998,-0.3400000000000001
Terraforming Ganymede,550,716.0,550,1.3053571428571429,1.31,1076,2273.0,1076,2.116022099447514,2.12,改造木卫三,改造木卫三,-0.18999999999999995,-0.3799999999999999,-0.5699999999999998
Terraforming Robots,306,434.0,306,1.4208860759493671,1.42,626,1393.0,626,2.229559748427673,2.23,改造机器人,改造机器人,-0.08000000000000007,-0.27,-0.3500000000000001
Teslaract,249,333.0,249,1.3436293436293436,1.34,311,694.0,311,2.2398753894080996,2.24,泰斯拉立方体,泰斯拉立方体,-0.15999999999999992,-0.2599999999999998,-0.4199999999999997
Thermophiles,454,624.0,454,1.3771551724137931,1.38,1011,2301.0,1011,2.278158667972576,2.28,嗜热菌,嗜热菌,-0.1200000000000001,-0.2200000000000002,-0.3400000000000003
Think Tank,253,341.0,253,1.3536121673003803,1.35,490,1144.0,490,2.338,2.34,智库,智库,-0.1499999999999999,-0.16000000000000014,-0.31000000000000005
Thiolava Vents,107,144.0,107,1.358974358974359,1.36,372,896.0,372,2.410994764397906,2.41,硫熔岩喷口,硫熔岩喷口,-0.1399999999999999,-0.08999999999999986,-0.22999999999999976
Thorium Rush,49,70.0,49,1.4406779661016949,1.44,17,33.0,17,2.1481481481481484,2.15,钍金属狂潮,钍金属狂潮,-0.06000000000000005,-0.3500000000000001,-0.41000000000000014
Titan Air-scrapping,290,390.0,290,1.35,1.35,404,908.0,404,2.253623188405797,2.25,处理泰坦空气,处理泰坦空气,-0.1499999999999999,-0.25,-0.3999999999999999
Titan Floating Launch-pad,418,571.0,418,1.3691588785046729,1.37,1035,2402.0,1035,2.322488038277512,2.32,泰坦漂浮物起飞平台,泰坦漂浮物起飞平台,-0.1299999999999999,-0.18000000000000016,-0.31000000000000005
Titan Manufacturing Colony,14,24.0,14,1.625,1.62,17,37.0,17,2.2962962962962963,2.3,钛制造殖民地,钛制造殖民地,0.1200000000000001,-0.20000000000000018,-0.08000000000000007
